ID	CONCEPT	GLOSS	COGIDS	DOCULECT	SOURCE_ORIGINAL	SOURCE_ORTHOGRAPHIC	TOKENS_SOURCE	TOKENS	COMMENT	SOURCE
6167	MOUNTAIN OR HILL	monte, cerro	437	XayacatlanBravoMixtec	yūkù	yūkù	j u ³ k u ¹	j u ³ k u ¹	NA	josserand1983mixtec
6170	PUS	pus	574	SantoDomingoHuendioMixtec	ⁿdākʷā	ⁿdākʷā	ⁿd a ³ kʷ a ³	ⁿd a ³ kʷ a ³	NA	Becerra Roldan p.c.
6171	UGLY	feo	812	SanBartolomeYucuaneMixtec	ka-kini̧	kini̧	k i n ĩ	k i n i	NA	josserand1983mixtec
6172	FATHER	padre	220	SantaMariaZacatepecMixtec	tata	tata	t a t a	t a t a	NA	towne2011gramatica
6173	WING	ala	853	YucunaniMixtec	ntsìtsǐ	ntsìtsǐ	ⁿds i ¹ ts i ¹⁵	ⁿds i ¹ ts i ¹⁵	sibilant harmony, expected ⁿdʃ	salazar2020yucunani
6174	URINE	orina	222 826	SanSebastianMonteMixtec	tìlàlá	tì-làlá	t i ¹ + l a ¹ l a ⁵	t i ¹ + l a ¹ l a ⁵	NA	solano2020san-sebastian
6175	BEAN	frijol(es)	24	SantaMariaZacatepecMixtec	ⁿdutiʔ	ⁿdutiʔ	ⁿd u t i ʔ	ⁿd u t i ʔ	NA	josserand1983mixtec
6177	THREE	tres	771	YucuquimiOcampoMixtec	o¹ni¹	o¹ni¹	o ¹ n i ¹	o ¹ n i ¹	NA	vazquez2017sandhi
6178	POOR	pobre	548	SanMateoSindihuiMixtec	ⁿdaʔwi	ⁿdaʔwi	ⁿd a ʔ w i	ⁿd a ʔ w i	NA	josserand1983mixtec
6179	SQUIRREL	ardilla	698	SanJuanTeitaMixtec	kʷȩni̧	kʷȩni̧	kʷ ẽ n ĩ	kʷ ẽ n i	NA	josserand1983mixtec
6180	SUGAR CANE	caña	734	SantaMariaAcatepecMixtec	ⁿdoo	ⁿdoo	ⁿd o o	ⁿd o o	NA	josserand1983mixtec
6183	TEN	diez	761	SanMiguelChicahuaMixtec	uši	uši	u ʃ i	u ʃ i	NA	josserand1983mixtec
6184	HOUSE	casa	363	AlacatlatzalaMixtec	ve'e	ve'e	β e ³ ʔ e ³	β e ³ ʔ e ³	NA	zylstra2012gramatica
6186	TWO	dos	811	SanMiguelElGrandeMixtec	uū	uū	u ³ u ¹	u ³ u ¹	NA	josserand1983mixtec
6187	SUGAR CANE	caña	734	SantaMariaApazcoMixtec	ⁿdoo	ⁿdoo	ⁿd o o	ⁿd o o	NA	josserand1983mixtec
6189	FROG	rana	263	SanEstebanAtatlahucaMixtec	saʔva	saʔva	s a ʔ β a	s a ʔ β a	NA	josserand1983mixtec
6190	YESTERDAY	ayer	878	SanAgustinAtenangoMixtec	koni	koni	k o n i	k o n i	NA	josserand1983mixtec
6192	HORN (ANATOMY)	cuerno	350	AlcozaucaGuerreroMixtec	ⁿdi³ki⁴	ⁿdi³ki⁴	ⁿd i ³ k i ⁵	ⁿd i ³ k i ⁵	NA	mendoza-ruiz2016fonologia
6193	HONEY	miel	29	SantaCruzBravoMixtec	ño̧ño̧	ño̧ño̧	ɲ õ ɲ õ	ɲ o ɲ o	NA	josserand1983mixtec
6194	EIGHT	ocho	207	SantiagoChazumbaMixtec	u̧na̧	u̧na̧	ũ n ã	u n a	NA	josserand1983mixtec
6196	TEN	diez	761	ChalcatongoHidalgoMixtec	ušì	ušì	u ³ ʃ i ¹	u ³ ʃ i ¹	irregular, expected uxi	macaulay1996grammar
6198	WORD	palabra	863	SanPedroJicayanMixtec	tu̧ʔu̧	tu̧ʔu̧	t ũ ʔ ũ	t ũ ʔ ũ	NA	josserand1983mixtec
6199	FOOT	pie	258	SantiagoIxtayutlaMixtec	čaʔa	čaʔa	tʃ a ʔ a	tʃ a ʔ a	NA	josserand1983mixtec
6200	MOON	luna	430	SanMiguelElGrandeMixtec	žōò	žōò	ʒ o ³ o ¹	ʒ o ³ o ¹	NA	durr1987preliminary
6201	TOWN OR VILLAGE	pueblo	794	CoicoyanlasFloresMixtec	ñu̧u̧	ñu̧u̧	ɲ ũ ũ	ɲ u ũ	NA	josserand1983mixtec
6204	COTTON	algodón	157	SanJuanColoradoMixtec	càtyì	càtyì	k a ¹ tʲ i ¹	k a ¹ t i ¹	NA	stark1986diccionario
6205	PIMPLE	grano (de piel)	529	CuatzoquitengoMixtec	ⁿdiʔi	ⁿdiʔi	ⁿd i ʔ i	ⁿd i ʔ i	NA	josserand1983mixtec
6206	PUS	pus	574	CuatzoquitengoMixtec	lakʷa	lakʷa	l a kʷ a	l a kʷ a	NA	josserand1983mixtec
6208	BIRD	pájaro	49	SanEstebanAtatlahucaMixtec	saa	saa	s a ³ a ³	s a ³ a ³	NA	alexander1980gramatica
6210	HONEY	miel	344	SantaAnaCuauhtemocMixtec	ⁿduđi	ⁿduđi	ⁿd u ð i	ⁿd u ð i	NA	josserand1983mixtec
6211	SQUIRREL	ardilla	698	CuyamecalcoVillaZaragozaMixtec	kʷȩñu̧	kʷȩñu̧	kʷ ẽ ɲ ũ	kʷ ẽ ɲ u	NA	josserand1983mixtec
6212	TONGUE	lengua (cuerpo)	781	ElJicaralMixtec	yâá	yâá	j a ⁵¹ a ⁵	j a ⁵¹ a ⁵	NA	martin2020diccionario
6216	SUGAR CANE	caña	734	SantaCatarinaEstetlaMixtec	ⁿdoo	ⁿdoo	ⁿd o o	ⁿd o o	NA	josserand1983mixtec
6217	COCKROACH	cucaracha	9 59	SanFranciscoSayultepecMixtec	ti-tʸeʔe	ti-tʸeʔe	t i + tʲ e ʔ e	t i + tʲ e ʔ e	NA	josserand1983mixtec
6218	URINE	orina	222 826	SanMiguelPiedrasMixtec	te-đeđe	te-đeđe	t e + ð e ð e	t e + ð e ð e	NA	josserand1983mixtec
6219	FROG	rana	263	IxpantepecNievesMixtec	haʔva	haʔva	h a ʔ β a	h a ʔ β a	NA	josserand1983mixtec
6220	GREEN BEAN	ejote	308	SantaMariaHuazolotitlanMixtec	ⁿdʸitʸi	ⁿdʸitʸi	ⁿdʲ i tʲ i	ⁿd i t i	NA	josserand1983mixtec
6222	GREEN BEAN	ejote	308	SantaCruzItundujiaMixtec	ⁿdiči̧	ⁿdiči̧	ⁿd i tʃ ĩ	ⁿd i tʃ ĩ	NA	josserand1983mixtec
6223	TOWN OR VILLAGE	pueblo	794	LaBateaMixtec	ñǔun	ñǔun	ɲ u ¹⁵ ũ ³	ɲ u ¹⁵ ũ ³	irregular tones, expected 3.1	ramirez2020vocabulario
6225	WOMAN	mujer	858	SantiagoJamiltepecMixtec	ñāhā	ñāhā	ɲ a ³ ʔ a ³	ɲ a ³ ʔ a ³	NA	johnson1988syntactic
6227	SNAKE	culebra	689	SantiagoJuxtlahuacaMixtec	koo	koo	k o o	k o o	NA	josserand1983mixtec
6230	WING	ala	853	SanPedroMolinosMixtec	ⁿdixi̧	ⁿdixi̧	ⁿd i x ĩ	ⁿd i x ĩ	NA	josserand1983mixtec
6231	DISEASE	enfermedad	172	SanPedroTidaaMixtec	kʷeʔe	kʷeʔe	kʷ e ʔ e	kʷ e ʔ e	NA	josserand1983mixtec
6232	FURROW	surco	272	SantiagoNuyooMixtec	čūkū̧	čūkū̧	tʃ u ³ k ũ ³	tʃ u ³ k ũ ³	irregular, expected ʒukũ	josserand1983mixtec
6234	SALT	sal	624	SantaCatarinaMechoacanMixtec	ñɨ̧̀ɨ̧̀	ñɨ̧̀ɨ̧̀	ɲ ɨ̃ ¹ ɨ̃ ⁵	ɲ ɨ ¹ ɨ̃ ⁵	NA	josserand1983mixtec
6235	MAMEY	mamey	161 595	GuadalupeVillahermosaMixtec	ⁿdoko-kʷaʔa	ⁿdoko-kʷaʔa	ⁿd o k o + kʷ a ʔ a	ⁿd o k o + kʷ a ʔ a	NA	josserand1983mixtec
6237	FOOT	pie	258	SanPedroTututepecMixtec	čaʔa	čaʔa	tʃ a ʔ a	tʃ a ʔ a	NA	josserand1983mixtec
6238	WING	ala	853	SanSebastianMonteMixtec	ndìsì	ndìsì	ⁿd i ¹ s i ¹	ⁿd i ¹ s i ¹	NA	solano2020san-sebastian
6239	SALT	sal	624	SantaLuciaMonteverdeMixtec	ñɨ̧ɨ̧	ñɨ̧ɨ̧	ɲ ɨ̃ ɨ̃	ɲ ɨ ɨ̃	NA	josserand1983mixtec
6240	STOOL	silla	717	SanAntonioTepetlapaMixtec	tayu	tayu	t a j u	t a j u	NA	josserand1983mixtec
6241	ANIMAL	animal	2	SanAntonioTepetlapaMixtec	kiti	kiti	k i t i	k i t i	NA	josserand1983mixtec
6242	BLAME	culpa	61	SanJorgeNuchitaMixtec	kʷàči	kʷàči	kʷ a ¹ tʃ i	kʷ a ¹ tʃ i	NA	josserand1983mixtec
6245	FEATHER	pluma	227	SantoDomingoTonahuixtlaMixtec	tu̧mi̧	tu̧mi̧	t ũ m ĩ	t u m i	NA	josserand1983mixtec
6247	MAN	hombre	414	SantosReyesTepejilloMixtec	čàá	čàá	tʃ a ¹ a ⁵	tʃ a ¹ a ⁵	NA	josserand1983mixtec
6248	YESTERDAY	ayer	879	SanAndresNuxinoMixtec	iku	iku	i k u	i k u	NA	josserand1983mixtec
6249	BLOOD	sangre	65	SantiagoTamazolaMixtec	nī̧ǐ̧	nī̧ǐ̧	n ĩ ³ ĩ ¹⁵	n i ³ ĩ ¹⁵	NA	josserand1983mixtec
6250	MOTHER VOCATIVE	mamá!	432	TepangoMixtec	nanāa	nanāa	n a ¹ n a ³ a ¹	n a ¹ n a ³ a ¹	NA	hills1990syntactic
6251	BIG (SINGULAR)	grande.SG	44	SanMiguelAchiutlaMixtec	kaʔnu̧	kaʔnu̧	k a ʔ n ũ	k a ʔ n u	NA	josserand1983mixtec
6253	ANIMAL	animal	2	SanPedroAtoyacMixtec	kiti	kiti	k i t i	k i t i	NA	josserand1983mixtec
6254	NECK	cuello	465	SantiagoTilantongoMixtec	đuxu̧	đuxu̧	ð u x ũ	ð u x ũ	NA	josserand1983mixtec
6255	TASTY	sabroso	755	PinotepaDonLuisMixtec	asɨ̧	asɨ̧	a s ɨ̃	a s ɨ̃	NA	josserand1983mixtec
6260	WORKING OR WORK	trabajo	870	SanFranciscoSayultepecMixtec	tʸiñu̧	tʸiñu̧	tʲ i ɲ ũ	t i ɲ u	NA	josserand1983mixtec
6261	FIRE	lumbre, fuego	240	SanMiguelAhuehuetitlanMixtec	ñu̧ʔu̧	ñu̧ʔu̧	ɲ ũ ʔ ũ	ɲ u ʔ ũ	NA	josserand1983mixtec
6262	TREE	árbol	799	SanJuanCoatzospamMixtec	utun	utun	u t ũ	u t ũ	NA	small1990syntactic
6263	NEAR	cerca	459	SanBartoloSoyaltepecMixtec	ža̧tni̧	ža̧tni̧	ʒ ã tⁿ ĩ	ʒ ã tⁿ ĩ	NA	josserand1983mixtec
6265	TOOTH	diente	785	SantiagoTlazoyaltepecMixtec	nu̧ʔu̧	nu̧ʔu̧	n ũ ʔ ũ	n u ʔ ũ	NA	josserand1983mixtec
6269	COLD	frio	129	LaBateaMixtec	vìtsi	vìtsi	β i ¹ ts i ³	β i ¹ ts i ³	NA	ramirez2020vocabulario
6271	NIGHT TIME	de noche	481	SanAntonioTepetlapaMixtec	ni̧ñu̧	ni̧ñu̧	n ĩ ɲ ũ	n i ɲ u	NA	josserand1983mixtec
6273	FAT (FROM ANIMALS)	grasa, manteca	216	SanPedroYosonamaMixtec	xe'en	xe'en	ʃ e ʔ ẽ	ʃ e ʔ ẽ	NA	gittlen2016gramatica
6275	YEAR	año	872	SanAgustinTlacotepecMixtec	kʷiža	kʷiža	kʷ i ʒ a	kʷ i ʒ a	NA	josserand1983mixtec
6277	GARBAGE	basura	279	SantaCatarinaTlaltempanMixtec	mi̧ʔi̧	mi̧ʔi̧	m ĩ ʔ ĩ	m i ʔ ĩ	NA	josserand1983mixtec
6278	MOUTH	boca	447	SantiagoYosonduaMixtec	yūhū	yūhū	j u ³ ʔ u ³	j u ³ ʔ u ³	NA	farris1992syntactic
6279	UNCLE	tío	824	SantoTomasOcotepecMixtec	shīto	shīto	ʃ i ³ t o ¹	ʃ i ³ t o ¹	NA	alexander1988syntactic
6280	BLACK	negro	55	TlahuapaMixtec	ndaá	ndaá	ⁿd a ³ a ⁵	ⁿd a ³ a ⁵	NA	reyes-basurto2020tlahuapa
6282	WHEN	cuándo	840	SanJeronimoXayacatlanMixtec	a̧ma̧	a̧ma̧	ã m ã	a m a	NA	josserand1983mixtec
6283	PLAIN	llanura, llano	535	XayacatlanBravoMixtec	yōđò	yōđò	j o ³ ð o ¹	j o ³ ð o ¹	NA	josserand1983mixtec
6284	IRON	fierro, metal	368	SantaMariaYolotepecMixtec	kaa	kaa	k a a	k a a	NA	josserand1983mixtec
6285	FROG	rana	263	YoloxochitlMixtec	sa'³ba²	sa'³ba²	s a ³ ʔ β a ²	s a ³ ʔ β a ²	NA	amith2021recursos
6286	TOWN OR VILLAGE	pueblo	794	SantoDomingoHuendioMixtec	j̃ũ̄ũ̄	j̃ũ̄ũ̄	j̃ u ³ u ³	ɲ u ³ u ³	NA	Becerra Roldan p.c.
6287	NEAR	cerca	459	SanBartolomeYucuaneMixtec	žatNi̧	žatNi̧	ʒ a tⁿ̥ ĩ	ʒ a tⁿ ĩ	NA	josserand1983mixtec
6288	CHILD (DESCENDANT)	hijo, hija	103	SantaMariaZacatepecMixtec	se²Ɂe²¹	se²Ɂe²¹	s e ³ ʔ e ³¹	s e ³ ʔ e ³¹	NA	swanton2021observaciones
6289	TAIL	cola	748	YucunaniMixtec	nto'ó	nto'ó	ⁿd o ³ ʔ o ⁵	ⁿd o ³ ʔ o ⁵	NA	salazar2020yucunani
6290	GREEN BEAN	ejote	24 607	SantaMariaZacatepecMixtec	ⁿdutiʔ-yuta	ⁿdutiʔ-yuta	ⁿd u t i ʔ + j u t a	ⁿd u t i ʔ + j u t a	NA	josserand1983mixtec
6291	BLOOD	sangre	65	YucunutiBenitoJuarezMixtec	nī̧ì̧	nī̧ì̧	n ĩ ³ ĩ ¹	n i ³ ĩ ¹	NA	josserand1983mixtec
6293	HOT	caliente	357	SanLuisMoreliaMixtec	i̧ʔni̧	i̧ʔni̧	ĩ ʔ n ĩ	ĩ ʔ n i	NA	josserand1983mixtec
6295	FOUR	cuatro	260	YucuquimiOcampoMixtec	ko¹mi¹	ko¹mi¹	k o ¹ m i ¹	k o ¹ m i ¹	NA	vazquez2017sandhi
6296	COLD	frio	129	SanMateoSindihuiMixtec	ku-mi̧i̧	mi̧i̧	m ĩ ĩ	m i ĩ	irregular, expected mixĩ	josserand1983mixtec
6297	CAT	gato	91	SanJuanTeitaMixtec	wilu	wilu	w i l u	w i l u	NA	josserand1983mixtec
6298	HONEY	miel	29	SantaMariaAcatepecMixtec	ñu̧ñu̧	ñu̧ñu̧	ɲ ũ ɲ ũ	ɲ u ɲ u	NA	josserand1983mixtec
6301	FIFTEEN	quinze	234	SanMiguelChicahuaMixtec	sa̧ʔu̧	sa̧ʔu̧	s ã ʔ ũ	s ã ʔ ũ	NA	josserand1983mixtec
6302	PATH	camino	523	AlacatlatzalaMixtec	yichi̠	yichi̠	j i ³ tʃ i ¹	j i ³ tʃ i ¹	NA	zylstra2012gramatica
6303	BED	cama, lecho	26	AlacatlatzalaMixtec	xi̠to	xi̠to	ʃ i ¹ t o ³	ʃ i ¹ t o ³	NA	zylstra2012gramatica
6305	THREE	tres	771	SanMiguelElGrandeMixtec	u̧nī̧	u̧nī̧	ũ ³ n ĩ ¹	u ³ n i ¹	NA	josserand1983mixtec
6306	HONEY	miel	344	SantaMariaApazcoMixtec	ⁿduđi	ⁿduđi	ⁿd u ð i	ⁿd u ð i	NA	josserand1983mixtec
6307	GREEN	verde	305	SantiagoCacaloxtepecMixtec	kʷíì	kʷíì	kʷ i ⁵ i ¹	kʷ i ⁵ i ¹	NA	durr1987preliminary
6309	YEAR	año	872	SanAgustinAtenangoMixtec	kʷìà	kʷìà	kʷ i ¹ a ¹	kʷ i ¹ a ¹	NA	josserand1983mixtec
6311	FEATHER	pluma	227	AlcozaucaGuerreroMixtec	tu¹²wĩ¹	tu¹²wĩ¹	t u ¹³ m i ¹	t u ¹³ m i ¹	NA	swanton2021observaciones
6312	EGG	huevo, blanquillo	204	SantaCruzBravoMixtec	ⁿdiwi	ⁿdiwi	ⁿd i w i	ⁿd i w i	NA	josserand1983mixtec
6313	TEN	diez	761	SantiagoChazumbaMixtec	uši	uši	u ʃ i	u ʃ i	NA	josserand1983mixtec
6314	SMALL (SINGULAR)	pequeño.SG	674	CahuatacheMixtec	lōʔō	lōʔō	l o ³ ʔ o ³	l o ³ ʔ o ³	NA	durr1987preliminary
6315	TWENTY	veinte	809	ChalcatongoHidalgoMixtec	okò	okò	o ³ k o ¹	o ³ k o ¹	NA	macaulay1996grammar
6316	CORN FIELD	milpa	145	SanAgustinChayucoMixtec	itu	itu	i t u	i t u	NA	josserand1983mixtec
6317	BLAME	culpa	61	SanPedroJicayanMixtec	kʷati	kʷati	kʷ a t i	kʷ a t i	NA	josserand1983mixtec
6318	DISEASE	enfermedad	172	SantiagoIxtayutlaMixtec	kʷeʔe	kʷeʔe	kʷ e ʔ e	kʷ e ʔ e	NA	josserand1983mixtec
6320	HOUSE	casa	363	CoicoyanlasFloresMixtec	veʔe	veʔe	β e ʔ e	β e ʔ e	NA	josserand1983mixtec
6321	SWELLING	hinchazón	742	SanJuanCoatzospamMixtec	kʷi̧ñu̧	kʷi̧ñu̧	kʷ ĩ ɲ ũ	kʷ i ɲ u	NA	josserand1983mixtec
6323	PAPER	papel	520	SanJuanColoradoMixtec	tútu	tútu	t u ⁵ t u ³	t u ⁵ t u ³	NA	stark1986diccionario
6324	SANDAL	huarache	631	CuatzoquitengoMixtec	ⁿduša̧	ⁿduša̧	ⁿd u ʃ ã	ⁿd u ʃ ã	NA	josserand1983mixtec
6325	TWO	dos	811	SanPedroJocotipacMixtec	uu	uu	u w i	u w i	NA	josserand1983mixtec
6326	THREE	tres	771	SanPedroJocotipacMixtec	u̧ni̧	u̧ni̧	ũ n ĩ	u n i	NA	josserand1983mixtec
6327	FISH	pescado	9 242	SanEstebanAtatlahucaMixtec	chācá	ch-ācá	tʃ + a ¹ k a ⁵	tʃ + a ¹ k a ⁵	NA	alexander1980gramatica
6329	EGG	huevo, blanquillo	204	SantaAnaCuauhtemocMixtec	ⁿdɨwi	ⁿdɨwi	ⁿd ɨ w i	ⁿd ɨ w i	NA	josserand1983mixtec
6330	CAT	gato	88	CuyamecalcoVillaZaragozaMixtec	wiʰči	wiʰči	w i̥ tʃ i	w i̥ tʃ i	NA	josserand1983mixtec
6331	TOOTH	diente	785	ElJicaralMixtec	nu̠'u	nu̠'u	n u ¹ ʔ u ³	n u ¹ ʔ u ³	NA	martin2020diccionario
6332	CROSS-SEX SIBLING	hermano/a de genero opuesto	159	SanJuanDiuxiMixtec	kú'ʔá	kú'ʔá	k u ⁵ ʔ a ⁵	k u ⁵ ʔ a ⁵	NA	durr1987preliminary
6335	HONEY	miel	344	SantaCatarinaEstetlaMixtec	ⁿduđi	ⁿduđi	ⁿd u ð i	ⁿd u ð i	NA	josserand1983mixtec
6336	RAT	ratón	444	SanFranciscoSayultepecMixtec	ti̧i̧	ti̧i̧	t ĩ ĩ	t ĩ ĩ	NA	josserand1983mixtec
6337	SANDAL	huarache	631	SanMiguelPiedrasMixtec	ⁿǰi̧ñȩ	ⁿǰi̧ñȩ	ⁿdʃ ĩ ɲ ẽ	ⁿdʃ i ɲ e	NA	josserand1983mixtec
6338	HAWK	gavilán	193	IxpantepecNievesMixtec	šiʔa̧	šiʔa̧	ʃ i ʔ ã	ʃ i ʔ ã	NA	josserand1983mixtec
6339	SALT	sal	624	SantaMariaHuazolotitlanMixtec	ñɨ̧̀ɨ̧̀	ñɨ̧̀ɨ̧̀	ɲ ɨ̃ ¹ ɨ̃ ⁵	ɲ ɨ ¹ ɨ̃ ⁵	NA	josserand1983mixtec
6340	NIGHT TIME	de noche	475 481	SanAntonioHuitepecMixtec	ⁿǰa-ni̧ñu̧	ⁿǰa-ni̧ñu̧	ⁿdʒ a + n ĩ ɲ ũ	ⁿdʃ a + n i ɲ u	NA	josserand1983mixtec
6341	SALT	sal	624	SantaCruzItundujiaMixtec	ñɨ̧ɨ̧	ñɨ̧ɨ̧	ɲ ɨ̃ ɨ̃	ɲ ɨ ɨ̃	NA	josserand1983mixtec
6342	HOUSE	casa	363	LaBateaMixtec	ve'e	ve'e	β e ³ ʔ e ³	β e ³ ʔ e ³	NA	ramirez2020vocabulario
6343	SWELLING	hinchazón	1052	SantiagoJamiltepecMixtec	kʷa-ñu̧ʔu̧	ñu̧ʔu̧	ɲ ũ ʔ ũ	ɲ u ʔ ũ	NA	josserand1983mixtec
6344	OWNER	dueño, señor	485 512	SantiagoJamiltepecMixtec	chi-toho	chi-toho	tʃ i + t o ¹ ʔ o ¹	tʃ i + t o ¹ ʔ o ¹	NA	johnson1988syntactic
6346	HAWK	gavilán	193	SantiagoJuxtlahuacaMixtec	ši̧ʔa̧	ši̧ʔa̧	ʃ ĩ ʔ ã	ʃ ĩ ʔ ã	NA	josserand1983mixtec
6348	TREE	árbol	799	SantaMariaJicaltepecMixtec	yutu̧	yutu̧	j u t ũ	j u t ũ	NA	josserand1983mixtec
6349	TAIL	cola	635	SanPedroMolinosMixtec	su̧ʔma̧	su̧ʔma̧	s ũ ʔ m ã	s ũ ʔ m a	NA	josserand1983mixtec
6350	SWELLING	hinchazón	742	SanPedroTidaaMixtec	kʷi̧u̧	kʷi̧u̧	kʷ ĩ ũ	kʷ ĩ ũ	NA	josserand1983mixtec
6351	TASSEL	espiga	751	SantiagoNuyooMixtec	žōkō	žōkō	ʒ o ³ k o ³	ʒ o ³ k o ³	NA	josserand1983mixtec
6352	SHEEP	oveja	642	SanMarcoslaFlorMixtec	lanchi	lanchi	l a ³ ⁿdʃ i ³	l a ³ ⁿdʃ i ³	NA	anonymous2020san-marcos
6353	SUGAR CANE	caña	734	SantaCatarinaMechoacanMixtec	ⁿdoo	ⁿdoo	ⁿd o o	ⁿd o o	NA	josserand1983mixtec
6354	MEAT	carne	418	GuadalupeVillahermosaMixtec	ku̧ñu̧	ku̧ñu̧	k ũ ɲ ũ	k u ɲ u	NA	josserand1983mixtec
6355	HOT	caliente	357	SanJuanMixtepecMixtec	i̧ʔni̧	i̧ʔni̧	ĩ ʔ n ĩ	ĩ ʔ n i	NA	josserand1983mixtec
6356	DISEASE	enfermedad	172	SanPedroTututepecMixtec	kʷeʔe	kʷeʔe	kʷ e ʔ e	kʷ e ʔ e	NA	josserand1983mixtec
6357	HERBACEOUS PLANT	hierba	332	SanSebastianMonteMixtec	yùkù	yùkù	j u ¹ k u ¹	j u ¹ k u ¹	NA	solano2020san-sebastian
6358	SQUASH	calabaza	570	SantaLuciaMonteverdeMixtec	yɨkɨ̧	yɨkɨ̧	j ɨ k ɨ̃	j ɨ k ɨ̃	NA	josserand1983mixtec
6359	CAT	gato	91	SanAgustinTlacotepecMixtec	ƀilu	ƀilu	β i l u	β i l u	NA	josserand1983mixtec
6360	YEAR	año	872	SanMarcoslaFlorMixtec	kuìyà	kuìyà	kʷ i ¹ j a ¹	kʷ i ¹ j a ¹	NA	anonymous2020san-marcos
6361	BIRD	pájaro	49	SanAntonioTepetlapaMixtec	saa	saa	s a a	s a a	NA	josserand1983mixtec
6362	SNAKE	culebra	689	SanAntonioTepetlapaMixtec	koo	koo	k o o	k o o	NA	josserand1983mixtec
6363	WHEN	cuándo	840	SanJorgeNuchitaMixtec	ʔa̧ma̧	ʔa̧ma̧	ʔ ã m ã	a m a	NA	josserand1983mixtec
6365	FURROW	surco	272	SantiagoPinotepaNacionalMixtec	yuku	yuku	j u k u	j u k u	NA	josserand1983mixtec
6366	WING	ala	853	SantoDomingoTonahuixtlaMixtec	ⁿdiši̧	ⁿdiši̧	ⁿd i ʃ ĩ	ⁿd i ʃ ĩ	NA	josserand1983mixtec
6368	OWNER	dueño, señor	485 512	SantosReyesTepejilloMixtec	štoʔo	š-toʔo	ʃ + t o ʔ o	ʃ + t o ʔ o	NA	josserand1983mixtec
6370	FATHER	padre	221	TepangoMixtec	yuvāh	yuvāh	j u ¹ β a ³ ʔ	j u ¹ β a ³ ʔ	NA	hills1990syntactic
6371	SMALL (SINGULAR)	pequeño.SG	673	SanMiguelAchiutlaMixtec	luli	luli	l u l i	l u l i	NA	josserand1983mixtec
6372	MAT	petate	416	SantaMariaPenolesMixtec	žùù	žùù	ʒ u ¹ u ¹	ʒ u ¹ u ¹	NA	josserand1983mixtec
6373	BIRD	pájaro	49	SanPedroAtoyacMixtec	saa	saa	s a a	s a a	NA	josserand1983mixtec
6374	FINGERNAIL	uña	237	SantiagoTilantongoMixtec	tnɨ̧ñɨ̧	tnɨ̧ñɨ̧	tⁿ ɨ̃ ɲ ɨ̃	tⁿ ɨ ɲ ɨ	NA	josserand1983mixtec
6375	LAZY	flojo/a, perezoso/a	377	PinotepaDonLuisMixtec	suča	suča	s u tʃ a	s u tʃ a	NA	josserand1983mixtec
6378	INTESTINES	tripas	367	SantoTomasOcotepecMixtec	xītì	xītì	x i ³ t i ¹	x i ³ t i ¹	NA	josserand1983mixtec
6379	WORD	palabra	863	SanFranciscoSayultepecMixtec	tu̧ʔu̧	tu̧ʔu̧	t ũ ʔ ũ	t ũ ʔ ũ	NA	josserand1983mixtec
6380	SMOKE (EXHAUST)	humo	682	SanMiguelAhuehuetitlanMixtec	ñi̧ʔma̧	ñi̧ʔma̧	ɲ ĩ ʔ m ã	ɲ i ʔ m a	NA	josserand1983mixtec
6381	HERBACEOUS PLANT	hierba	331	SanJuanCoatzospamMixtec	chóhō	chóhō	tʃ o ⁵ ʔ o ¹	tʃ o ⁵ ʔ o ¹	NA	small1990syntactic
6382	HEAVY	pesado	326	SanBartoloSoyaltepecMixtec	wee	wee	w e e	w e e	NA	josserand1983mixtec
6386	SQUASH	calabaza	570	SanSebastianTecomaxtlahuacaMixtec	ž̯íkì	ž̯íkì	ʑ i ⁵ k i ¹	ʒ i ⁵ k i ¹	NA	josserand1983mixtec
6388	HOT	caliente	357	LaBateaMixtec	i'ní	i'ní	i ³ ʔ n i ⁵	i ³ ʔ n i ⁵	NA	ramirez2020vocabulario
6389	BLACK	negro	93	TepangoMixtec	tù̧ú̧ʔ	tù̧ú̧ʔ	t ũ ¹ ũ ⁵ ʔ	t ũ ¹ ũ ⁵ ʔ	NA	durr1987preliminary
6390	DAY (24 HOURS)	día	163	SanAntonioTepetlapaMixtec	kiwi	kiwi	k i w i	k i w i	NA	josserand1983mixtec
6391	RED	rojo	595	MetlatonocMixtec	kʷáʔā	kʷáʔā	kʷ a ⁵ ʔ a ³	kʷ a ⁵ ʔ a ³	NA	josserand1983mixtec
6392	MEAT	carne	418	SanPedroYosonamaMixtec	kuñu	kuñu	k u ɲ u	k u ɲ u	NA	gittlen2016gramatica
6393	OVEN	horno	17	SantiagoTlazoyaltepecMixtec	šitnu̧	šitnu̧	ʃ i tⁿ ũ	ʃ i tⁿ ũ	NA	josserand1983mixtec
6394	NOW OR TODAY	ahora, hoy	501	SanAgustinTlacotepecMixtec	ƀitNa̧	ƀitNa̧	β i tⁿ̥ ã	β i tⁿ ã	NA	josserand1983mixtec
6396	GOURD BOWL	jícara	291	SantaCatarinaTlaltempanMixtec	ña̧ši̧	ña̧ši̧	ɲ ã ʃ ĩ	ɲ a ʃ ĩ	NA	josserand1983mixtec
